סמל ישוב בחירות,שם ישוב בחירות,סמל קלפי,סמל רכוז,כתובת קלפי,סמל ישוב קלפי,שם ישוב קלפי,סמל רחוב קלפי,שם רחוב קלפי,מס' בית,מקום קלפי,סווג מקום,מחוז
5000,תל אביב - יפו,184.0,115,"אונקלוס,8 ",5000,תל אביב - יפו,808,אונקלוס,8,"בי""ס בבלי ירושלמי המאוחד",בית ספר ממלכתי,תא
5000,תל אביב - יפו,185.0,115,"אונקלוס,8 ",5000,תל אביב - יפו,808,אונקלוס,8,"בי""ס בבלי ירושלמי המאוחד",בית ספר ממלכתי,תא
5000,תל אביב - יפו,186.0,115,"אונקלוס,8 ",5000,תל אביב - יפו,808,אונקלוס,8,"בי""ס בבלי ירושלמי המאוחד",בית ספר ממלכתי,תא
5000,תל אביב - יפו,187.0,115,"אונקלוס,8 ",5000,תל אביב - יפו,808,אונקלוס,8,"בי""ס בבלי ירושלמי המאוחד",בית ספר ממלכתי,תא
5000,תל אביב - יפו,188.0,115,"אונקלוס,8 ",5000,תל אביב - יפו,808,אונקלוס,8,"בי""ס בבלי ירושלמי המאוחד",בית ספר ממלכתי,תא
5000,תל אביב - יפו,189.0,029,"שטינמן,13 ",5000,תל אביב - יפו,849,שטינמן,13,מתנס בבלי ירושלמי המאוחד,בית ספר ממלכתי,תא
5000,תל אביב - יפו,190.0,029,"שטינמן,13 ",5000,תל אביב - יפו,849,שטינמן,13,מתנס בבלי ירושלמי המאוחד,בית ספר ממלכתי,תא
5000,תל אביב - יפו,191.0,079,"ויצמן,74 ",5000,תל אביב - יפו,829,ויצמן,74,"בי""ס תיכון ד",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,192.0,115,"אונקלוס,8 ",5000,תל אביב - יפו,808,אונקלוס,8,"בי""ס בבלי ירושלמי המאוחד",בית ספר ממלכתי,תא
5000,תל אביב - יפו,193.0,115,"אונקלוס,8 ",5000,תל אביב - יפו,808,אונקלוס,8,"בי""ס בבלי ירושלמי המאוחד",בית ספר ממלכתי,תא
5000,תל אביב - יפו,194.0,185,"ועידת קטוביץ,47 ",5000,תל אביב - יפו,821,ועידת קטוביץ,47,"חט""ב עירוני ד' ע""ש אהרן קציר",חטיבת ביניים,תא
5000,תל אביב - יפו,195.0,115,"אונקלוס,8 ",5000,תל אביב - יפו,808,אונקלוס,8,"בי""ס בבלי ירושלמי המאוחד",בית ספר ממלכתי,תא
5000,תל אביב - יפו,196.0,115,"אונקלוס,8 ",5000,תל אביב - יפו,808,אונקלוס,8,"בי""ס בבלי ירושלמי המאוחד",בית ספר ממלכתי,תא
5000,תל אביב - יפו,197.0,016,"אנדרסן,22 ",5000,תל אביב - יפו,175,אנדרסן,22,"בי""ס ניצנים",בית ספר ממלכתי,תא
5000,תל אביב - יפו,198.0,010,"מגדל שרשן,17 ",5000,תל אביב - יפו,216,מגדל שרשן,17,בי'ס אלחריזי,בית ספר ממלכתי,תא
5000,תל אביב - יפו,199.0,010,"מגדל שרשן,17 ",5000,תל אביב - יפו,216,מגדל שרשן,17,בי'ס אלחריזי,בית ספר ממלכתי,תא
5000,תל אביב - יפו,201.0,187,"דרך נמיר מרדכי,81 ",5000,תל אביב - יפו,1011,דרך נמיר מרדכי,81,"תיכון חדש ע""ש רבין",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,202.0,187,"דרך נמיר מרדכי,81 ",5000,תל אביב - יפו,1011,דרך נמיר מרדכי,81,"תיכון חדש ע""ש רבין",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,203.0,004,"כהנשטם,16 ",5000,תל אביב - יפו,942,כהנשטם,16,"בי""ס אהבת ציון",בית ספר ממלכתי,תא
5000,תל אביב - יפו,204.0,018,"אהבת ציון,22 ",5000,תל אביב - יפו,902,אהבת ציון,22,"בי""ס בית הילד",חינוך מיוחד,תא
5000,תל אביב - יפו,205.0,018,"אהבת ציון,22 ",5000,תל אביב - יפו,902,אהבת ציון,22,"בי""ס בית הילד",חינוך מיוחד,תא
5000,תל אביב - יפו,206.0,004,"כהנשטם,16 ",5000,תל אביב - יפו,942,כהנשטם,16,"בי""ס אהבת ציון",בית ספר ממלכתי,תא
5000,תל אביב - יפו,207.0,004,"כהנשטם,16 ",5000,תל אביב - יפו,942,כהנשטם,16,"בי""ס אהבת ציון",בית ספר ממלכתי,תא
5000,תל אביב - יפו,208.0,015,"ז'בוטינסקי,106 ",5000,תל אביב - יפו,456,ז'בוטינסקי,106,גימנסיה הרצליה,בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,209.0,015,"ז'בוטינסקי,106 ",5000,תל אביב - יפו,456,ז'בוטינסקי,106,גימנסיה הרצליה,בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,210.0,015,"ז'בוטינסקי,106 ",5000,תל אביב - יפו,456,ז'בוטינסקי,106,גימנסיה הרצליה,בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,211.0,015,"ז'בוטינסקי,106 ",5000,תל אביב - יפו,456,ז'בוטינסקי,106,גימנסיה הרצליה,בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,212.0,052,"חדרה,2 ",5000,תל אביב - יפו,930,חדרה,2,"בי""ס יסודי התורה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,213.0,052,"חדרה,2 ",5000,תל אביב - יפו,930,חדרה,2,"בי""ס יסודי התורה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,214.0,052,"חדרה,2 ",5000,תל אביב - יפו,930,חדרה,2,"בי""ס יסודי התורה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,215.0,052,"חדרה,2 ",5000,תל אביב - יפו,930,חדרה,2,"בי""ס יסודי התורה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,216.0,187,"דרך נמיר מרדכי,81 ",5000,תל אביב - יפו,1011,דרך נמיר מרדכי,81,"תיכון חדש ע""ש רבין",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,217.0,187,"דרך נמיר מרדכי,81 ",5000,תל אביב - יפו,1011,דרך נמיר מרדכי,81,"תיכון חדש ע""ש רבין",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,218.0,052,"חדרה,2 ",5000,תל אביב - יפו,930,חדרה,2,"בי""ס יסודי התורה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,219.0,052,"חדרה,2 ",5000,תל אביב - יפו,930,חדרה,2,"בי""ס יסודי התורה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,220.0,004,"כהנשטם,16 ",5000,תל אביב - יפו,942,כהנשטם,16,"בי""ס אהבת ציון",בית ספר ממלכתי,תא
5000,תל אביב - יפו,221.0,058,"סולד הנרייטה,6 ",5000,תל אביב - יפו,1009,סולד הנרייטה,6,פיקוח עירוני מרחב,אחר,תא
5000,תל אביב - יפו,222.0,052,"חדרה,2 ",5000,תל אביב - יפו,930,חדרה,2,"בי""ס יסודי התורה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,223.0,004,"כהנשטם,16 ",5000,תל אביב - יפו,942,כהנשטם,16,"בי""ס אהבת ציון",בית ספר ממלכתי,תא
5000,תל אביב - יפו,224.0,018,"אהבת ציון,22 ",5000,תל אביב - יפו,902,אהבת ציון,22,"בי""ס בית הילד",חינוך מיוחד,תא
5000,תל אביב - יפו,225.0,015,"ז'בוטינסקי,106 ",5000,תל אביב - יפו,456,ז'בוטינסקי,106,גימנסיה הרצליה,בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,235.0,058,"סולד הנרייטה,6 ",5000,תל אביב - יפו,1009,סולד הנרייטה,6,פיקוח עירוני מרחב,אחר,תא
5000,תל אביב - יפו,236.0,117,"צייטלין,24 ",5000,תל אביב - יפו,1033,צייטלין,24,"בי""ס מוריה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,237.0,058,"סולד הנרייטה,6 ",5000,תל אביב - יפו,1009,סולד הנרייטה,6,פיקוח עירוני מרחב,אחר,תא
5000,תל אביב - יפו,238.0,058,"סולד הנרייטה,6 ",5000,תל אביב - יפו,1009,סולד הנרייטה,6,פיקוח עירוני מרחב,אחר,תא
5000,תל אביב - יפו,239.0,058,"סולד הנרייטה,6 ",5000,תל אביב - יפו,1009,סולד הנרייטה,6,פיקוח עירוני מרחב,אחר,תא
5000,תל אביב - יפו,240.0,117,"צייטלין,24 ",5000,תל אביב - יפו,1033,צייטלין,24,"בי""ס מוריה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,241.0,077,"שפרינצק,4 ",5000,תל אביב - יפו,1537,שפרינצק,4,"בי""ס תיכון א",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,242.0,078,"צייטלין,22 ",5000,תל אביב - יפו,1033,צייטלין,22,"בי""ס תיכון ב'-ג'",בית ספר תיכון עירוני דתי,תא
5000,תל אביב - יפו,243.0,117,"צייטלין,24 ",5000,תל אביב - יפו,1033,צייטלין,24,"בי""ס מוריה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,244.0,117,"צייטלין,24 ",5000,תל אביב - יפו,1033,צייטלין,24,"בי""ס מוריה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,246.0,120,"מודיליאני,19 ",5000,תל אביב - יפו,1018,מודיליאני,19,"בי""ס היובל",בית ספר ממלכתי,תא
5000,תל אביב - יפו,247.0,120,"מודיליאני,19 ",5000,תל אביב - יפו,1018,מודיליאני,19,"בי""ס היובל",בית ספר ממלכתי,תא
5000,תל אביב - יפו,248.0,120,"מודיליאני,19 ",5000,תל אביב - יפו,1018,מודיליאני,19,"בי""ס היובל",בית ספר ממלכתי,תא
5000,תל אביב - יפו,249.0,117,"צייטלין,24 ",5000,תל אביב - יפו,1033,צייטלין,24,"בי""ס מוריה",בית ספר ממלכתי דתי,תא
5000,תל אביב - יפו,250.0,120,"מודיליאני,19 ",5000,תל אביב - יפו,1018,מודיליאני,19,"בי""ס היובל",בית ספר ממלכתי,תא
5000,תל אביב - יפו,251.0,015,"ז'בוטינסקי,106 ",5000,תל אביב - יפו,456,ז'בוטינסקי,106,גימנסיה הרצליה,בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,252.0,001,"אנטוקולסקי,4 ",5000,תל אביב - יפו,1032,אנטוקולסקי,4,אוניברסיטה עממית,מוסד להשכלה גבוהה/מכללה,תא
5000,תל אביב - יפו,253.0,001,"אנטוקולסקי,4 ",5000,תל אביב - יפו,1032,אנטוקולסקי,4,אוניברסיטה עממית,מוסד להשכלה גבוהה/מכללה,תא
5000,תל אביב - יפו,254.0,120,"מודיליאני,19 ",5000,תל אביב - יפו,1018,מודיליאני,19,"בי""ס היובל",בית ספר ממלכתי,תא
5000,תל אביב - יפו,255.0,001,"אנטוקולסקי,4 ",5000,תל אביב - יפו,1032,אנטוקולסקי,4,אוניברסיטה עממית,מוסד להשכלה גבוהה/מכללה,תא
5000,תל אביב - יפו,256.0,120,"מודיליאני,19 ",5000,תל אביב - יפו,1018,מודיליאני,19,"בי""ס היובל",בית ספר ממלכתי,תא
5000,תל אביב - יפו,257.0,120,"מודיליאני,19 ",5000,תל אביב - יפו,1018,מודיליאני,19,"בי""ס היובל",בית ספר ממלכתי,תא
5000,תל אביב - יפו,277.0,001,"אנטוקולסקי,4 ",5000,תל אביב - יפו,1032,אנטוקולסקי,4,אוניברסיטה עממית,מוסד להשכלה גבוהה/מכללה,תא
5000,תל אביב - יפו,279.0,001,"אנטוקולסקי,4 ",5000,תל אביב - יפו,1032,אנטוקולסקי,4,אוניברסיטה עממית,מוסד להשכלה גבוהה/מכללה,תא
5000,תל אביב - יפו,280.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,281.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,282.0,001,"אנטוקולסקי,4 ",5000,תל אביב - יפו,1032,אנטוקולסקי,4,אוניברסיטה עממית,מוסד להשכלה גבוהה/מכללה,תא
5000,תל אביב - יפו,283.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,284.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,285.0,015,"ז'בוטינסקי,106 ",5000,תל אביב - יפו,456,ז'בוטינסקי,106,גימנסיה הרצליה,בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,286.0,015,"ז'בוטינסקי,106 ",5000,תל אביב - יפו,456,ז'בוטינסקי,106,גימנסיה הרצליה,בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,287.0,015,"ז'בוטינסקי,106 ",5000,תל אביב - יפו,456,ז'בוטינסקי,106,גימנסיה הרצליה,בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,288.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,289.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,290.0,182,"דיזנגוף,200 ",5000,תל אביב - יפו,404,דיזנגוף,200,בית המהנדס,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,291.0,032,"הירקון,248 ",5000,תל אביב - יפו,461,הירקון,248,"בי""ס גורדון",בית ספר ממלכתי,תא
5000,תל אביב - יפו,292.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,293.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,294.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,295.0,182,"דיזנגוף,200 ",5000,תל אביב - יפו,404,דיזנגוף,200,בית המהנדס,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,296.0,182,"דיזנגוף,200 ",5000,תל אביב - יפו,404,דיזנגוף,200,בית המהנדס,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,297.0,032,"הירקון,248 ",5000,תל אביב - יפו,461,הירקון,248,"בי""ס גורדון",בית ספר ממלכתי,תא
5000,תל אביב - יפו,298.0,082,"בן יהודה,193 ",5000,תל אביב - יפו,510,בן יהודה,193,"סניף בי""ס תיכון ה'",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,299.0,082,"בן יהודה,193 ",5000,תל אביב - יפו,510,בן יהודה,193,"סניף בי""ס תיכון ה'",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,300.0,082,"בן יהודה,193 ",5000,תל אביב - יפו,510,בן יהודה,193,"סניף בי""ס תיכון ה'",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,301.0,181,"לסל,7 ",5000,תל אביב - יפו,538,לסל,7,מרכז גולדשטיין-גורן,בית תרבות/מועדון,תא
5000,תל אביב - יפו,302.0,181,"לסל,7 ",5000,תל אביב - יפו,538,לסל,7,מרכז גולדשטיין-גורן,בית תרבות/מועדון,תא
5000,תל אביב - יפו,303.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,304.0,033,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ",בית ספר ממלכתי,תא
5000,תל אביב - יפו,310.0,162,"גרונימן,11 ",5000,תל אביב - יפו,117,גרונימן,11,"בי""ס אילנות",בית ספר ממלכתי,תא
5000,תל אביב - יפו,323.0,032,"הירקון,248 ",5000,תל אביב - יפו,461,הירקון,248,"בי""ס גורדון",בית ספר ממלכתי,תא
5000,תל אביב - יפו,324.0,181,"לסל,7 ",5000,תל אביב - יפו,538,לסל,7,מרכז גולדשטיין-גורן,בית תרבות/מועדון,תא
5000,תל אביב - יפו,325.0,181,"לסל,7 ",5000,תל אביב - יפו,538,לסל,7,מרכז גולדשטיין-גורן,בית תרבות/מועדון,תא
5000,תל אביב - יפו,326.0,181,"לסל,7 ",5000,תל אביב - יפו,538,לסל,7,מרכז גולדשטיין-גורן,בית תרבות/מועדון,תא
5000,תל אביב - יפו,327.0,097,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ - אולם ההתעמלות",מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,328.0,182,"דיזנגוף,200 ",5000,תל אביב - יפו,404,דיזנגוף,200,בית המהנדס,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,329.0,182,"דיזנגוף,200 ",5000,תל אביב - יפו,404,דיזנגוף,200,בית המהנדס,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,330.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,331.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,333.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,334.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,335.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,336.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,337.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,338.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,339.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,340.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,341.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,342.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,343.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,344.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,345.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,364.0,097,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ - אולם ההתעמלות",מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,365.0,097,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ - אולם ההתעמלות",מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,367.0,097,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ - אולם ההתעמלות",מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,368.0,097,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ - אולם ההתעמלות",מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,369.0,097,"אד""ם הכהן,5 ",5000,תל אביב - יפו,533,"אד""ם הכהן",5,"בי""ס גרץ - אולם ההתעמלות",מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,370.0,096,"אבן גבירול,71 ",5000,תל אביב - יפו,1040,אבן גבירול,71,גן העיר - מרכז עינב,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,371.0,096,"אבן גבירול,71 ",5000,תל אביב - יפו,1040,אבן גבירול,71,גן העיר - מרכז עינב,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,372.0,078,"צייטלין,22 ",5000,תל אביב - יפו,1033,צייטלין,22,"בי""ס תיכון ב'-ג'",בית ספר תיכון עירוני דתי,תא
5000,תל אביב - יפו,373.0,096,"אבן גבירול,71 ",5000,תל אביב - יפו,1040,אבן גבירול,71,גן העיר - מרכז עינב,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,374.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,375.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,376.0,087,"מנדלי מוכר ספרים,19 ",5000,תל אביב - יפו,617,מנדלי מוכר ספרים,19,"בי""ס תל נורדאו",בית ספר ממלכתי,תא
5000,תל אביב - יפו,378.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,379.0,049,"טשרניחובסקי,22 ",5000,תל אביב - יפו,1140,טשרניחובסקי,22,מרכז פדגוגי עירוני,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,380.0,049,"טשרניחובסקי,22 ",5000,תל אביב - יפו,1140,טשרניחובסקי,22,מרכז פדגוגי עירוני,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,382.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,383.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,384.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,386.0,096,"אבן גבירול,71 ",5000,תל אביב - יפו,1040,אבן גבירול,71,גן העיר - מרכז עינב,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,387.0,096,"אבן גבירול,71 ",5000,תל אביב - יפו,1040,אבן גבירול,71,גן העיר - מרכז עינב,מוסד מוניציפלי-משרדים,תא
5000,תל אביב - יפו,388.0,078,"צייטלין,22 ",5000,תל אביב - יפו,1033,צייטלין,22,"בי""ס תיכון ב'-ג'",בית ספר תיכון עירוני דתי,תא
5000,תל אביב - יפו,390.0,077,"שפרינצק,4 ",5000,תל אביב - יפו,1537,שפרינצק,4,"בי""ס תיכון א",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,391.0,078,"צייטלין,22 ",5000,תל אביב - יפו,1033,צייטלין,22,"בי""ס תיכון ב'-ג'",בית ספר תיכון עירוני דתי,תא
5000,תל אביב - יפו,392.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,393.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,394.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,395.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,396.0,077,"שפרינצק,4 ",5000,תל אביב - יפו,1537,שפרינצק,4,"בי""ס תיכון א",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,397.0,077,"שפרינצק,4 ",5000,תל אביב - יפו,1537,שפרינצק,4,"בי""ס תיכון א",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,398.0,030,"שפירא צבי,21 ",5000,תל אביב - יפו,747,שפירא צבי,21,"בי""ס גבריאלי",בית ספר ממלכתי,תא
5000,תל אביב - יפו,400.0,077,"שפרינצק,4 ",5000,תל אביב - יפו,1537,שפרינצק,4,"בי""ס תיכון א",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,401.0,077,"שפרינצק,4 ",5000,תל אביב - יפו,1537,שפרינצק,4,"בי""ס תיכון א",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,426.0,077,"שפרינצק,4 ",5000,תל אביב - יפו,1537,שפרינצק,4,"בי""ס תיכון א",בית ספר תיכון עירוני,תא
5000,תל אביב - יפו,427.0,099,"שד רוטשילד,124 ",5000,תל אביב - יפו,1103,שד רוטשילד,124,ישיבת בר אילן,בית ספר תיכון עירוני דתי,תא
5000,תל אביב - יפו,428.0,099,"שד רוטשילד,124 ",5000,תל אביב - יפו,1103,שד רוטשילד,124,ישיבת בר אילן,בית ספר תיכון עירוני דתי,תא
5000,תל אביב - יפו,429.0,099,"שד רוטשילד,124 ",5000,תל אביב - יפו,1103,שד רוטשילד,124,ישיבת בר אילן,בית ספר תיכון עירוני דתי,תא
5000,תל אביב - יפו,430.0,099,"שד רוטשילד,124 ",5000,תל אביב - יפו,1103,שד רוטשילד,124,ישיבת בר אילן,בית ספר תיכון עירוני דתי,תא
5000,תל אביב - יפו,431.0,090,"בלפור,12 ",5000,תל אביב - יפו,1264,בלפור,12,"בי""ס בלפור",בית ספר ממלכתי,תא
5000,תל אביב - יפו,432.0,045,"רש""י,48 ",5000,תל אביב - יפו,1116,"רש""י",48,מרכז יום לגיל הזהב,מועדון קשישים,תא
5000,תל אביב - יפו,433.0,090,"בלפור,12 ",5000,תל אביב - יפו,1264,בלפור,12,"בי""ס בלפור",בית ספר ממלכתי,תא
5000,תל אביב - יפו,434.0,090,"בלפור,12 ",5000,תל אביב - יפו,1264,בלפור,12,"בי""ס בלפור",בית ספר ממלכתי,תא
5000,תל אביב - יפו,435.0,192,"מרכז בעלי מלאכה,16 ",5000,תל אביב - יפו,1112,מרכז בעלי מלאכה,16,"מרכז קהילתי לב ת""א בית תמי",מרכז קהילתי,תא
